Identifier	Character	Dialogue	Filename	Line Number
howdidyouknow_wizardfrog_fac59234	f	Oh. Oh well. Well, I'm glad you saved my life anyway! That was still cool!	game/howdidyouknow.rpy	96
howdidyouknow_wizardfrog_37a72f4b		She seems really disappointed.	game/howdidyouknow.rpy	99
howdidyouknow_wizardfrog_b24ffa63	f	Oh. Yeah. I guess I was kind of silly. I almost believed you!	game/howdidyouknow.rpy	100
howdidyouknow_wizardfrog_b84915e7		She tries not to giggle as she watches you.	game/howdidyouknow.rpy	102
howdidyouknow_wizardlevitate_4db809eb	f	Oh, wow. Yeah. Do that. Or wait, are you going to levitate me or you?	game/howdidyouknow.rpy	107
howdidyouknow_wizardlevitate_36b26b50	f	Although that would be pretty convincing, I guess!	game/howdidyouknow.rpy	108
howdidyouknow_wizardlevitate_8ba506a3	f	Maybe you should levitate yourself. I get queasy from heights.	game/howdidyouknow.rpy	109
howdidyouknow_wizardlevitate_fc16415d		You can't tell if she's making fun of you or not.	game/howdidyouknow.rpy	110
howdidyouknow_wizardlevitate_2bbe4a48		She seems genuinely disappointed.	game/howdidyouknow.rpy	114
howdidyouknow_wizardlevitate_fac59234	f	Oh. Oh well. Well, I'm glad you saved my life anyway! That was still cool!	game/howdidyouknow.rpy	115
howdidyouknow_wizardlevitate_37a72f4b		She seems really disappointed.	game/howdidyouknow.rpy	118
howdidyouknow_wizardlevitate_b24ffa63	f	Oh. Yeah. I guess I was kind of silly. I almost believed you!	game/howdidyouknow.rpy	119
howdidyouknow_wizardlevitate_b84915e7		She tries not to giggle as she watches you.	game/howdidyouknow.rpy	122
howdidyouknow_wizardletter_e0b18f39	f	Hmm. I'm not sure... I guess....	game/howdidyouknow.rpy	127
howdidyouknow_wizardletter_dcc23083	f	Okay, I've got it!	game/howdidyouknow.rpy	128
howdidyouknow_wizardletter_d558e004	f	When I was really little, I was convinced I was going to be taken away to Hogwarts, and I sent them a letter.	game/howdidyouknow.rpy	129
howdidyouknow_wizardletter_949490a1	f	Anyway, if you can tell me about that letter, then I'll believe you're a wizard.	game/howdidyouknow.rpy	131
howdidyouknow_wizardletter_277d456b		She smiles, sort of wistfully.	game/howdidyouknow.rpy	134
howdidyouknow_wizardletter_aeb3d95a		She seems disappointed with your answer.	game/howdidyouknow.rpy	138
howdidyouknow_wizardletter_37a72f4b		She seems really disappointed.	game/howdidyouknow.rpy	141
howdidyouknow_wizardletter_b24ffa63	f	Oh. Yeah. I guess I was kind of silly. I almost believed you!	game/howdidyouknow.rpy	142
howdidyouknow_letterdescription_5de486d6	f	No... Nothing like that. Guess you're not a wizard, then, after all.	game/howdidyouknow.rpy	151
howdidyouknow_letterdescription_477848b4		She actually looks a little embarrassed.	game/howdidyouknow.rpy	152
howdidyouknow_letterdescription_ca0542bc	f	I had kind of a messed-up childhood, honestly. The idea of escaping to a magical place where I was uniquely special was pretty appealing.	game/howdidyouknow.rpy	153
howdidyouknow_letterdescription_da7ad88d	f	I asked for an owl, because they were pretty. I was going to name mine Skydancer, if you can believe it.	game/howdidyouknow.rpy	155
howdidyouknow_letterdescription_c047dd72	f	And I asked them to make sure I was in the class for potions.	game/howdidyouknow.rpy	156
howdidyouknow_letterdescription_a46ce098	f	I think it was because Mom drank a lot back then, and I was always seeing empty bottles around. Somehow I decided that if I could fill them with magic potions, I could cure Mom and maybe Dad would come back.	game/howdidyouknow.rpy	157
howdidyouknow_letterdescription_f412c720		She looks at you apologetically.	game/howdidyouknow.rpy	158
howdidyouknow_letterdescription_d2e7e6da	f	Sorry. I know it was pretty silly. Like I said, I was a little messed up.	game/howdidyouknow.rpy	159
howdidyouknow_letterdescription_0b606309	f	Anyway, if you're not a wizard, you still have some explaining to do, since you did still save my life!	game/howdidyouknow.rpy	160
howdidyouknow_hogwarts_eebb0cee		Her jaw drops open.	game/howdidyouknow.rpy	166
howdidyouknow_hogwarts_13c46e71	f	How did you know... Right. Wizard.	game/howdidyouknow.rpy	167
howdidyouknow_hogwarts_fc0c03f9	f	Okay, I'm convinced. Wow!	game/howdidyouknow.rpy	168
howdidyouknow_hogwarts_2125ff25	f	I never expected that one of my friends was a real wizard!	game/howdidyouknow.rpy	169
howdidyouknow_hogwarts_60da40de	f	Don't worry. I won't tell anyone!	game/howdidyouknow.rpy	170
howdidyouknow_hogwarts_25cc3d85	f	... Although... What made you decide to tell me?	game/howdidyouknow.rpy	172
howdidyouknow_hogwarts_25f5ee57		She nods solemnly.	game/howdidyouknow.rpy	175
howdidyouknow_hogwarts_295d91a5	f	You can trust me!	game/howdidyouknow.rpy	176
howdidyouknow_hogwarts_bdf1c9a4		You've never seen anyone so excited in your life.	game/howdidyouknow.rpy	179
howdidyouknow_hogwarts_0476d2a1	f	Really? Really really? When do we leave?	game/howdidyouknow.rpy	180
howdidyouknow_hogwarts_c0b9dd0d	f	Promise! Promise you'll let me know!	game/howdidyouknow.rpy	183
howdidyouknow_hogwarts_9feae422	f	Oh, this is everything I dreamed!	game/howdidyouknow.rpy	184
howdidyouknow_hogwarts_2c9d9c73	f	Okay! Tell me what I have to do!	game/howdidyouknow.rpy	187
howdidyouknow_hogwarts_cc691e3b	f	You don't have to ask me twice!	game/howdidyouknow.rpy	190
howdidyouknow_hogwarts_939049ff	f	Well, you've certainly done a good job of that so far.	game/howdidyouknow.rpy	193
howdidyouknow_future_e3582086	f	I... Wow. Really? Are you serious?!	game/howdidyouknow.rpy	207
howdidyouknow_future_ab3b794f	f	That's... a pretty incredible claim.	game/howdidyouknow.rpy	208
howdidyouknow_future_6818eaf2	f	Do you have any way to prove that? I mean, I'm really grateful that you just saved my life and all...	game/howdidyouknow.rpy	209
howdidyouknow_future_d16d45fa	f	But this whole thing is still pretty weird. How do I know you're really from the future?	game/howdidyouknow.rpy	211
howdidyouknow_future_f43fcd7b	f	Okay, that's pretty convincing.	game/howdidyouknow.rpy	214
howdidyouknow_future_294998dc	f	Or it will be tomorrow, anyway, if you're right.	game/howdidyouknow.rpy	215
howdidyouknow_future_5805fbed		She pauses. For a moment the only sound is the hustle and bustle of the restaurant, punctuated by a brief clatter as one of the servers stumbles and drops a stack of plates. Felicia seems not to notice.	game/howdidyouknow.rpy	217
howdidyouknow_future_6b28be34	f	I'm feeling kind of rattled from tonight, anyway. Let's go home, and I'll call you tomorrow.	game/howdidyouknow.rpy	218
howdidyouknow_future_220ac350	f	{i}After{/i} I've checked the winning numbers.	game/howdidyouknow.rpy	219
howdidyouknow_future_837e9917	f	That's kind of far off. That's not very convincing, at least not yet.	game/howdidyouknow.rpy	222
howdidyouknow_future_e57b31be	f	Points for effort, though, I guess. I was hoping for something I could check sooner.	game/howdidyouknow.rpy	223
howdidyouknow_future_187d84da		She pauses, deep in thought. For a moment the only sound is the hustle and bustle of the restaurant, punctuated by a brief clatter as one of the servers stumbles and drops a stack of plates. Felicia seems not to notice.	game/howdidyouknow.rpy	225
howdidyouknow_future_6b28be34_1	f	I'm feeling kind of rattled from tonight, anyway. Let's go home, and I'll call you tomorrow.	game/howdidyouknow.rpy	226
howdidyouknow_future_e30d53f7	f	You take that back! Don't even joke about that!	game/howdidyouknow.rpy	229
howdidyouknow_future_263ac6d3		There is an awkward silence. For a moment the only sound is the hustle and bustle of the restaurant, punctuated by a brief clatter as one of the servers stumbles and drops a stack of plates. Felicia seems not to notice.	game/howdidyouknow.rpy	231
howdidyouknow_future_6b28be34_2	f	I'm feeling kind of rattled from tonight, anyway. Let's go home, and I'll call you tomorrow.	game/howdidyouknow.rpy	232
howdidyouknow_future_4e2bfe67	f	Wait, really? You're serious?	game/howdidyouknow.rpy	235
howdidyouknow_future_62b3ea45		She turns around to look.	game/howdidyouknow.rpy	236
howdidyouknow_future_74398591	f	He looks fine to me. Is this some kind of...	game/howdidyouknow.rpy	237
howdidyouknow_future_51d2dd46		The server trips and goes down with a loud clatter, dropping a full load of plates.	game/howdidyouknow.rpy	238
howdidyouknow_future_ca082005	f	I... How did you do that? Seriously, how did you do that?	game/howdidyouknow.rpy	239
howdidyouknow_future_fd4c2a56	f	Are you really for real? About being from the future?	game/howdidyouknow.rpy	240
howdidyouknow_esp_3d6726f7	f	Haha, no, I'm being serious, you dork! How did you know?	game/howdidyouknow.rpy	254
howdidyouknow_esp_89276dbf	f	All right, I'll play along. Okay, got one. What's your guess?	game/howdidyouknow.rpy	260
howdidyouknow_esp_8123bf07	f	Hah! Got you!	game/howdidyouknow.rpy	272
howdidyouknow_esp_d8898b8f	f	It was negative eight!	game/howdidyouknow.rpy	274
howdidyouknow_esp_294f2b64	f	{i}No one{/i} ever guesses negative numbers!	game/howdidyouknow.rpy	275
howdidyouknow_guessedNumber1_3923dff2	f	Okay, that was luck. Do it again. I've got a new number.	game/howdidyouknow.rpy	280
howdidyouknow_guessedNumber1_34453920	f	Hah, I'm not that silly, picking the same one twice in a row!	game/howdidyouknow.rpy	289
howdidyouknow_guessedNumber1_5e0cbbc6	f	Although, good guess, I guess! That's the sort of thing I might have done. But I didn't.	game/howdidyouknow.rpy	290
howdidyouknow_guessedNumber1_0c86239d	f	So it's as I suspected! You're a fraud.	game/howdidyouknow.rpy	291
howdidyouknow_guessedNumber1_8dca8cf0	f	If you were a real mind reader, you'd have known. Decimal points are the natural enemies of {i}frauds{/i}, you know.	game/howdidyouknow.rpy	292
howdidyouknow_guessedNumber1_18cf43ed	f	{i}Wrong.{/i} It was 7.553. If you were a real mind-reader, you'd have known. Decimal points are the natural enemies of {i}frauds{/i}, you know.	game/howdidyouknow.rpy	300
howdidyouknow_guessedWrongNumber_0f572ba3	f	I should have known this was all a trick.	game/howdidyouknow.rpy	303
howdidyouknow_guessedWrongNumber_24d09917	f	I think I'm going home. I'm still a little rattled by tonight, and I want to get some sleep.	game/howdidyouknow.rpy	304
howdidyouknow_guessedNumber2_e21f9ef7	f	... Okay. It's getting harder to explain these by luck. That's actually kind of creepy.	game/howdidyouknow.rpy	309
howdidyouknow_guessedNumber2_f77a5a83	f	Let's assume for the moment that I believe you. Why are you telling me this?	game/howdidyouknow.rpy	310
howdidyouknow_savedgame_fcbb0b8e	f	What is that supposed to mean? I don't understand what you just said...	game/howdidyouknow.rpy	323
howdidyouknow_savedgame_4cf103e5	f	What exactly do you mean, 'reloaded'...?	game/howdidyouknow.rpy	324
howdidyouknow_savedgame_561cecce	f	Oh.	game/howdidyouknow.rpy	327
howdidyouknow_savedgame_a7819760	f	....	game/howdidyouknow.rpy	328
howdidyouknow_savedgame_499c2484	f	That was a really weird joke to make, if you were trying to be funny.	game/howdidyouknow.rpy	329
howdidyouknow_savedgame_55599d5c	f	Really, this whole evening has turned out weird.	game/howdidyouknow.rpy	330
howdidyouknow_savedgame_7f835435	f	Heh. That sounds kind of far-fetched. But wow, it would be nice to just be able to hit 'reload' on our mistakes, huh?	game/howdidyouknow.rpy	334
howdidyouknow_savedgame_04b4396b	f	So don't take this the wrong way, but I still think you're sort of full of it.	game/howdidyouknow.rpy	335
howdidyouknow_savedgame_44c24d81	f	Although I do really appreciate the part where you, you know, saved my life and all, but I don't understand why you'd then turn around and give such an implausible explanation for how you did it.	game/howdidyouknow.rpy	336
howdidyouknow_savedgame_357676e2	f	The whole thing just feels like one big setup, or a super-elaborate practical joke.	game/howdidyouknow.rpy	337
howdidyouknow_savedgame_cc66d867	f	Like, as soon as I do something embarrassing, like saying that I believe you, hidden cameramen will jump out and there will be streamers.	game/howdidyouknow.rpy	338
howdidyouknow_savedgame_5f0322ca	f	And the next thing I know, I'm the next YouTube sensation, 'Gullible-Girl', with 6 million hits.	game/howdidyouknow.rpy	340
howdidyouknow_savedgame_48825e34	f	Look. I know, or at least I think I know, that you mean well.	game/howdidyouknow.rpy	345
howdidyouknow_savedgame_2243b6ab	f	And I do appreciate not dying from something stupid today. I really do.	game/howdidyouknow.rpy	346
howdidyouknow_savedgame_d8a437e8	f	But this is really confusing, and I think I need to just go home, and... Yeah.	game/howdidyouknow.rpy	347
howdidyouknow_savedgame_3796b579	f	I just need some time to sort things out. I'm a little too rattled for dinner now, anyway.	game/howdidyouknow.rpy	348
howdidyouknow_savedgame_f127b9ad	f	Let's talk again tomorrow.	game/howdidyouknow.rpy	349
howdidyouknow_savedgame_c46c6d7a	f	... Okay. Got one. Now what?	game/howdidyouknow.rpy	353
howdidyouknow_savedgame_1837661d	f	What? This is a pretty lame trick.	game/howdidyouknow.rpy	356
howdidyouknow_savedgame_76444616	f	I mean, the word was 'peristalsis', but just asking me for it straight-up isn't very impressive.	game/howdidyouknow.rpy	358
howdidyouknow_savedgame_98d97ae4	f	Um... No.	game/howdidyouknow.rpy	360
howdidyouknow_savedgame_5d92c621	f	It wasn't.	game/howdidyouknow.rpy	361
howdidyouknow_savedgame_aa01dab5	f	How is this supposed to convince me?	game/howdidyouknow.rpy	366
howdidyouknow_savedgame_3ec57d49	f	...	game/howdidyouknow.rpy	369
howdidyouknow_savedgame_52ebf857	f	.....	game/howdidyouknow.rpy	370
howdidyouknow_savedgame_1b0dfb27	f	.......	game/howdidyouknow.rpy	371
howdidyouknow_savedgame_40eaedbd	f	What is that supposed to mean? For next time what?	game/howdidyouknow.rpy	376
howdidyouknow_savedgame_eb918e47	f	...What?	game/howdidyouknow.rpy	383
howdidyouknow_savedgame_c1db9751	f	Okay, you're starting to really creep me out now.	game/howdidyouknow.rpy	384
howdidyouknow_savedgame_cd7d8bea	f	What, you think you can just back up and reload your life every time you make a mistake?	game/howdidyouknow.rpy	387
howdidyouknow_savedgame_8e586464	f	Okay then. Go ahead. I think you're full of it. I've seen you make mistakes before. You live with them, the same as the rest of us.	game/howdidyouknow.rpy	388
howdidyouknow_savedgame_bed3027b	f	If you think you can just back up and fix everything, then go ahead. I'll wait.	game/howdidyouknow.rpy	389
howdidyouknow_savedgame_3ec57d49_1	f	...	game/howdidyouknow.rpy	390
howdidyouknow_savedgame_0b03ff58	f	I'm waiting.	game/howdidyouknow.rpy	391
howdidyouknow_savedgame_3ec57d49_2	f	...	game/howdidyouknow.rpy	392
howdidyouknow_savedgame_95fe9b30	f	Are you just going to sit there all night now, or what? I thought you were going to go reload or whatever.	game/howdidyouknow.rpy	393
howdidyouknow_savedgame_bef206b3	f	Ahh. Right. Of course.	game/howdidyouknow.rpy	398
howdidyouknow_savedgame_d1b5b115	f	I know. But I can't figure out why you're acting like this all of a sudden.	game/howdidyouknow.rpy	401
howdidyouknow_savedgame_f0823a60	f	Why are you saying these things that make no sense all of a sudden?	game/howdidyouknow.rpy	402
howdidyouknow_savedgame_67b85b47	f	What does that even mean?	game/howdidyouknow.rpy	404
howdidyouknow_savedgame_b5dd75af	f	If I say 'game over' to you, does that count?	game/howdidyouknow.rpy	405
howdidyouknow_savedgame_5cef1dde	f	This is the weirdest dinner ever.	game/howdidyouknow.rpy	406
howdidyouknow_guessedSecretWord_704be1b9	f	What? How did you...	game/howdidyouknow.rpy	411
howdidyouknow_guessedSecretWord_c7eddb6e	f	That's... Really eerie.	game/howdidyouknow.rpy	412
howdidyouknow_guessedSecretWord_5258ed37	f	So, okay, let's assume that I accept for the moment that there's at least enough weird crap going on that I should take things at face value.	game/howdidyouknow.rpy	413
credits_df2957ca		{size=+10}~Game Credits~{/size}	game/credits.rpy	7
credits_4d09df5f		{size=+10}Design, Programming, Writing, Art:{/size}\nChris Cornell	game/credits.rpy	8
credits_dedc3fbd		{size=+10}Music:{/size}\nFrancisco Cerda	game/credits.rpy	9
credits_a735c7f4		{size=+10}Proofreading:{/size}\nAndrew Davis	game/credits.rpy	10
credits_ff6b07d5		{size=+10}Playtesting:{/size}\nTim and Mike Ambrogi, Aaron Cantor, Jim Crawford, Brian Cronin, Andrew Davis, Kirk George, Lisa Hicks, Halsted Larsson, Jorge Medina, Zach Powell, Tyson Roberts, Eric Shmidt, Jake Terhune, Josh and Lucy Von Korff, Jane Von Susteren	game/credits.rpy	11
credits_ce1be310		{size=+10}Visual Novel Engine:{/size}\nThis game was proudly made using Ren'Py!	game/credits.rpy	12
credits_b806c3ef		{size=+10}And you!{/size}\nSeriously.\n\nThanks for playing!	game/credits.rpy	13
currentLocationDeath_7cea1fc3	f	Error - currentLocation couldn't be figured out. It is currently [currentLocation]	game/utils.rpy	106
whatsthisallabout_start_hogwarts_ab12c218	f	I mean, thanks and all! I don't want to seem ungrateful! But what's this all about?	game/whatsthisabout.rpy	11
whatsthisallabout_start_hogwarts_e7543398	f	Oh, wow! That's so cool!	game/whatsthisabout.rpy	14
whatsthisallabout_start_hogwarts_ae2c7386	f	I can't believe I know an actual {i}wizard!{/i}	game/whatsthisabout.rpy	15
whatsthisallabout_start_hogwarts_837ba42b	f	Who got my letter and everything!	game/whatsthisabout.rpy	16
whatsthisallabout_start_hogwarts_a9cc0dd7	f	So if you got my letter, does that mean you live at Hogwarts? Do you work there?	game/whatsthisabout.rpy	17
whatsthisallabout_start_hogwarts_739268f3	f	Are you here to take me away to there?	game/whatsthisabout.rpy	18
whatsthisallabout_start_hogwarts_acb0264b	f	This is the best day {i}ever!{/i}	game/whatsthisabout.rpy	21
whatsthisallabout_start_hogwarts_561cecce	f	Oh.	game/whatsthisabout.rpy	24
whatsthisallabout_start_hogwarts_60386bae	f	How... complicated, exactly?	game/whatsthisabout.rpy	25
whatsthisallabout_start_hogwarts_561cecce_1	f	Oh.	game/whatsthisabout.rpy	28
whatsthisallabout_start_hogwarts_a04f0184	f	Wait.	game/whatsthisabout.rpy	29
whatsthisallabout_start_hogwarts_3aa965e3	f	What?!?	game/whatsthisabout.rpy	30
whatsthisallabout_start_hogwarts_358ec4e0	f	Okay! You're the expert at wizardly life-saving techniques!	game/whatsthisabout.rpy	34
whatsthisallabout_start_hogwarts_c8b5b60b	f	Where should we go?	game/whatsthisabout.rpy	35
whatsthisallabout_start_hogwarts_b0b74215	f	You're the expert!	game/whatsthisabout.rpy	38
whatsthisallabout_start_hogwarts_7a38a675	f	If you think we should go somewhere else, that's good enough for me.	game/whatsthisabout.rpy	39
whatsthisallabout_start_hogwarts_32da7e7e	f	If you say so!	game/whatsthisabout.rpy	42
whatsthisallabout_start_hogwarts_bbeb374e	f	I know I should be terrified, but this is actually kind of exciting.	game/whatsthisabout.rpy	43
whatsthisallabout_start_hogwarts_62902d2c	f	Oh no! Can't you, just, I don't know, magic me out of that one too?	game/whatsthisabout.rpy	46
whatsthisallabout_start_hogwarts_9ecf0675	f	What should we do?	game/whatsthisabout.rpy	49
whatsthisallabout_start_hogwarts_6f02cdc9	f	You know best!	game/whatsthisabout.rpy	52
whatsthisallabout_start_hogwarts_bf8ac89f	f	If you've got a wizard looking out for you, it probably makes sense to take his advice, that's what I always say!	game/whatsthisabout.rpy	53
whatsthisallabout_start_hogwarts_5681270d		The faint quaver in her voice is almost undetectable. Almost.	game/whatsthisabout.rpy	54
whatsthisallabout_start_hogwarts_4d2e1cd4	f	Okay! We'll stay here and awkwardly fiddle with our food until you say it's safe to leave.	game/whatsthisabout.rpy	55
whatsthisallabout_start_hogwarts_9cefdfaf	f	Is that the best idea?	game/whatsthisabout.rpy	58
whatsthisallabout_start_hogwarts_40df4d3e	f	Do {i}you{/i} think you're wrong?	game/whatsthisabout.rpy	59
whatsthisallabout_start_hogwarts_2e3d30cd	f	You don't sound terribly certain.	game/whatsthisabout.rpy	62
whatsthisallabout_start_hogwarts_073949f4	f	Still, let's try it. This place makes me nervous now, too.	game/whatsthisabout.rpy	63
whatsthisallabout_start_hogwarts_f5bc7388	f	That doesn't sound reassuring.	game/whatsthisabout.rpy	66
whatsthisallabout_start_hogwarts_4672ef4a	f	Maybe we should just stay here.	game/whatsthisabout.rpy	67
whatsthisallabout_start_hogwarts_77444fec	f	Are... Are you serious?	game/whatsthisabout.rpy	70
whatsthisallabout_start_hogwarts_2d6e7318		She looks shocked at your words. And more than a little hurt.	game/whatsthisabout.rpy	71
whatsthisallabout_start_hogwarts_423e7c27	f	Is this some kind of horrible joke? You save my life, and then tell me I'm going to die anyway?	game/whatsthisabout.rpy	72
whatsthisallabout_start_hogwarts_59930baa	f	Well. Thank you for trying, at least.	game/whatsthisabout.rpy	83
whatsthisallabout_start_hogwarts_4843f200	f	I guess if I'm doomed, I'm doomed.	game/whatsthisabout.rpy	84
whatsthisallabout_start_hogwarts_60ad92a0		She manages a weak smile in your direction.	game/whatsthisabout.rpy	85
whatsthisallabout_start_hogwarts_0c9608d7	f	Still, I don't mind telling you, this is not even close to how I was hoping this evening would go.	game/whatsthisabout.rpy	86
whatsthisallabout_start_hogwarts_1d5de9c4		She gives you a blank look.	game/whatsthisabout.rpy	89
whatsthisallabout_start_hogwarts_fe70eddc	f	What does that mean? In non-wizard-speak, I mean?	game/whatsthisabout.rpy	90
whatsthisallabout_start_hogwarts_7af27b21	f	Am I still in danger?	game/whatsthisabout.rpy	92
whatsthisallabout_start_hogwarts_86bbc679	f	Whew! You had me worried for a minute there!	game/whatsthisabout.rpy	95
whatsthisallabout_start_hogwarts_7e77d0d2	f	Oh. But you'll keep looking into it?	game/whatsthisabout.rpy	98
whatsthisallabout_start_hogwarts_35722dd4	f	This would be kind of exciting, if it wasn't someone actively seeking my life.	game/whatsthisabout.rpy	99
whatsthisallabout_start_hogwarts_59927b62	f	I've never had a wizard-arch-nemesis before!	game/whatsthisabout.rpy	100
whatsthisallabout_start_hogwarts_32c7fbbc	f	Maybe we should leave?	game/whatsthisabout.rpy	101
whatsthisallabout_start_hogwarts_dab734fe	f	Really? Well, you're the expert.	game/whatsthisabout.rpy	106
whatsthisallabout_start_hogwarts_f8a4727a	f	And I'm certainly not going to complain!	game/whatsthisabout.rpy	107
whatsthisallabout_start_hogwarts_fcad2909	f	If I have to face death, no reason I should have to do it on an empty stomach!	game/whatsthisabout.rpy	108
whatsthisallabout_start_hogwarts_f063e0cd	f	Like... dead doomed? Or just 'really bad day' doomed?	game/whatsthisabout.rpy	111
whatsthisallabout_start_hogwarts_9403831d	f	Because when you say it like that, it makes it sound like you mean...	game/whatsthisabout.rpy	112
whatsthisallabout_start_hogwarts_4c621d90	f	That's a... creepy way to put it.	game/whatsthisabout.rpy	116
whatsthisallabout_start_hogwarts_400174fd	f	I mean, I know all life is transient, and everyone I know will one day be dead, and woe is me, I can hear the howling of the void, et cetera, et cetera.	game/whatsthisabout.rpy	117
whatsthisallabout_start_hogwarts_000809d3	f	But it's not the kind of thing I like to have rubbed in my face or think about more than I have to, you know?	game/whatsthisabout.rpy	118
whatsthisallabout_start_hogwarts_ba6b7551	f	Yeah, I guess I can understand that.	game/whatsthisabout.rpy	121
whatsthisallabout_start_hogwarts_d73538d7	f	Although, to be honest, if anyone has a right to be morbid today, it's me!	game/whatsthisabout.rpy	122
whatsthisallabout_start_hogwarts_5ed904ea	f	So cheer up, you!	game/whatsthisabout.rpy	123
whatsthisallabout_start_hogwarts_561cecce_2	f	Oh.	game/whatsthisabout.rpy	126
whatsthisallabout_start_hogwarts_a7819760	f	....	game/whatsthisabout.rpy	127
whatsthisallabout_start_hogwarts_011fe9a1	f	... Really?	game/whatsthisabout.rpy	128
needASecret_magic_b2cb2bd6	f	Really? Okay... I mean, I'll do whatever I can, but I'm not sure what I can do to help.	game/whatsthisabout.rpy	136
needASecret_magic_1e8b55d6	f	I'm kind of out of my depth here, but I'll do what I can.	game/whatsthisabout.rpy	137
needASecret_magic_3553af84	f	After all, it's my life, right? It's not unreasonable to expect me to help save it!	game/whatsthisabout.rpy	138
needASecret_magic_61d8d26f	f	... wat.	game/whatsthisabout.rpy	141
needASecret_magic_89bef528	f	When did you turn into a James Bond villain?	game/whatsthisabout.rpy	142
needASecret_magic_3045702c	f	Okay! I can do that!	game/whatsthisabout.rpy	150
needASecret_magic_5802aac5	f	Oh. That is so cool! Magic is just like I imagined it!	game/whatsthisabout.rpy	153
whatsthisallabout_future_5b04d853	f	Why are you telling me this? What is this all about?	game/whatsthisabout.rpy	174
whatsthisallabout_future_66c13485	f	Nice! I didn't even know that there {i}was{/i} a time-traveler's code!	game/whatsthisabout.rpy	177
whatsthisallabout_future_b1b9f1bf	f	What's the future like? Or wait... I shouldn't let my prejudices show.	game/whatsthisabout.rpy	178
whatsthisallabout_future_01e920a0	f	I just assumed that you're from the future. But what if you're from the past!	game/whatsthisabout.rpy	179
whatsthisallabout_future_4f7aacea	f	I bet that's a major time-traveler faux pas, asking how the future is, if they're from the past.	game/whatsthisabout.rpy	180
whatsthisallabout_future_bf831bd1	f	I bet your time machine is totally steampunk with gears, too!	game/whatsthisabout.rpy	181
whatsthisallabout_future_125287aa	f	Okay.	game/whatsthisabout.rpy	182
whatsthisallabout_future_0fb2d05f		She takes a deep breath.	game/whatsthisabout.rpy	183
whatsthisallabout_future_50682264	f	Sorry, I got a little carried away there. So I'll just ask straight-up:	game/whatsthisabout.rpy	184
whatsthisallabout_future_a2bba60d	f	Are you from the future or from the past?	game/whatsthisabout.rpy	185
whatsthisallabout_future_b5d0e403	f	{i}Lucky!{/i} I want a flying car!	game/whatsthisabout.rpy	188
whatsthisallabout_future_031493e5	f	Nice! That sounds awesome!	game/whatsthisabout.rpy	190
whatsthisallabout_future_f353fa4b	f	Can I see it?	game/whatsthisabout.rpy	191
whatsthisallabout_future_f5976b56	f	Huh! Like a parallel universe or something?	game/whatsthisabout.rpy	193
whatsthisallabout_future_75448674	f	Or are you from like, an alternate timeline, where I'm normally evil, and have a goatee, or something?	game/whatsthisabout.rpy	194
whatsthisallabout_future_f4b87cc3	f	Wait, are you native to this timeline?	game/whatsthisabout.rpy	195
whatsthisallabout_future_38e08ef3	f	Or did... did you kill the real you, and take his place?	game/whatsthisabout.rpy	196
whatsthisallabout_future_3ec57d49	f	...	game/whatsthisabout.rpy	199
whatsthisallabout_future_60f26a69	f	You {i}do{/i} know how absurd that sounds, right?	game/whatsthisabout.rpy	200
whatsthisallabout_future_22251577	f	I mean, I'm grateful about the life-saving and all.	game/whatsthisabout.rpy	201
whatsthisallabout_future_c25f2ba0	f	And so I'm going to be extremely honest with you.	game/whatsthisabout.rpy	202
whatsthisallabout_future_83ceb1b1	f	In our time... now, I mean, adding 'time' to the front of everything just makes it sound silly.	game/whatsthisabout.rpy	203
whatsthisallabout_future_ccb52d22	f	Like you're a William Shatner movie or something.	game/whatsthisabout.rpy	204
whatsthisallabout_future_eb371b48	f	But okay, okay. I'm sorry, I'm getting caught up on details. And I'm not trying to insult your home time.	game/whatsthisabout.rpy	205
whatsthisallabout_future_aa864f6b	f	I'm just kind of on edge from the whole 'almost dying' thing.	game/whatsthisabout.rpy	206
whatsthisallabout_future_3f554a53	f	So what do we do now?	game/whatsthisabout.rpy	207
whatsthisallabout_future_800c1ad6	f	Okay, fine, then. Have it your way.	game/whatsthisabout.rpy	210
whatsthisallabout_future_120d5ffc	f	Just so I know, is your time in the past, or in the future?	game/whatsthisabout.rpy	211
whatsthisallabout_future_6480c077	f	Hey, if it's in the future, and I try to come up with a better phrase, and people like it better, and use it instead...	game/whatsthisabout.rpy	212
whatsthisallabout_future_204bc91c	f	Will that irrevocably alter the course of history, so you never come back to save me?	game/whatsthisabout.rpy	213
whatsthisallabout_future_9ee383d5	f	Or maybe you'll come back, but you'll be wearing an eye-patch or something, or have a Russian accent?	game/whatsthisabout.rpy	214
whatsthisallabout_future_58cdeb13	f	Spoilsport.	game/whatsthisabout.rpy	217
whatsthisallabout_future_d4a23e05	f	Yes!	game/whatsthisabout.rpy	219
whatsthisallabout_future_935cd475	f	So there {i}is{/i} hope for the future!	game/whatsthisabout.rpy	220
whatsthisallabout_future_be804b1b	f	I'll have to take your word for that.	game/whatsthisabout.rpy	222
whatsthisallabout_future_dadcf182	f	Doesn't that mean I'm pretty much screwed, though? How can you save me, if we can't change history?	game/whatsthisabout.rpy	223
whatsthisallabout_future_1a4092bc	f	I never know what you're going to say next.	game/whatsthisabout.rpy	225
